065095 x=-178.504,y=-51.21010000000002,w=3.1599999999999966,h=1.8561000000000263
065096 x=-179.177,y=-52.6262,w=3.265999999999991,h=1.8644000000000105
065097 x=-179.889,y=-54.03970000000001,w=3.3830000000000098,h=1.8734000000000037
065098 x=-180.0,y=-55.4504,w=2.8669999999999902,h=1.8830000000000098
065099 x=178.555,y=-56.64254736842104,w=1.4449999999999932,h=1.6780473684210548
065100 x=177.699,y=-58.15735172757475,w=2.3009999999999877,h=1.800051727574747
065101 x=176.782,y=-59.66239999999999,w=3.2179999999999893,h=1.9170999999999907
065102 x=175.796,y=-61.05820000000001,w=4.152000000000015,h=1.9303999999999988
065103 x=174.729,y=-62.44909999999999,w=4.356999999999999,h=1.9447999999999936
065104 x=173.572,y=-63.8342,w=4.584000000000003,h=1.9603000000000108
065105 x=172.309,y=-65.2128,w=4.837999999999909,h=1.9772000000000034
065106 x=170.924,y=-66.5838,w=5.120999999999981,h=1.9955999999999818
065107 x=169.395,y=-67.9457,w=5.4410000000000025,h=2.0154999999999887
065108 x=167.699,y=-69.297,w=5.799999999999983,h=2.0370999999999952
065109 x=165.804,y=-70.6354,w=6.206999999999994,h=2.0604000000000013
065110 x=163.673,y=-71.9582,w=6.668000000000006,h=2.0853000000000037
065111 x=161.259,y=-73.2618,w=7.193000000000012,h=2.1118999999999772
065112 x=158.505,y=-74.54139999999998,w=7.789999999999907,h=2.1397999999999797
065113 x=155.342,y=-75.7905,w=8.46599999999998,h=2.1680999999999955
065114 x=151.683,y=-77.0006,w=9.228000000000009,h=2.1957000000000164
065115 x=147.429,y=-78.15970000000002,w=10.070999999999998,h=2.220300000000009
065116 x=142.468,y=-79.2513,w=10.975000000000023,h=2.237800000000007
065117 x=136.6849999999999,y=-80.2529,w=11.887000000000114,h=2.241900000000001
065118 x=129.988,y=-81.13399999999999,w=12.703000000000003,h=2.2227999999999923
065119 x=122.349,y=-81.8555,w=13.242000000000004,h=2.166700000000006
065120 x=113.855,y=-82.37189999999998,w=13.254999999999995,h=2.0576999999999828
065121 x=104.753,y=-82.6401,w=12.497,h=1.8836000000000155
065122 x=94.35899999999998,y=-82.6328,w=11.953000000000017,h=1.6440000000000055
065247 x=-108.939,y=80.75650000000003,w=12.496899999999997,h=1.883599999999987
065248 x=-118.799,y=80.31420000000001,w=13.25500000000001,h=2.0576999999999686
066001 x=-104.104,y=79.6888,w=13.241500000000002,h=2.166700000000006
066002 x=-111.204,y=78.91120000000002,w=12.702299999999994,h=2.2228000000000065
066003 x=-117.085,y=78.01099999999995,w=11.887,h=2.241900000000058
066004 x=-121.956,y=77.01350000000002,w=10.975000000000009,h=2.2377999999999787
066005 x=-126.013,y=75.9394,w=10.071000000000012,h=2.220299999999966
066006 x=-129.424,y=74.80490000000002,w=9.228000000000009,h=2.195699999999988
066007 x=-132.321,y=73.62250000000002,w=8.465999999999994,h=2.167999999999978
066008 x=-134.808,y=72.40170000000002,w=7.788999999999987,h=2.1396999999999906
066009 x=-136.965,y=71.14990000000002,w=7.193000000000012,h=2.111899999999963
066010 x=-138.854,y=69.8729,w=6.668000000000006,h=2.085399999999993
066011 x=-140.524,y=68.575,w=6.206999999999994,h=2.0604000000000013
066012 x=-142.012,y=67.25990000000003,w=5.800000000000011,h=2.0370999999999526
066013 x=-143.349,y=65.93020000000003,w=5.439999999999998,h=2.015599999999978
066014 x=-144.558,y=64.58819999999999,w=5.120999999999981,h=1.9956000000000103
066015 x=-145.66,y=63.2356,w=4.837999999999994,h=1.9772000000000034
066016 x=-146.669,y=61.87389999999999,w=4.584000000000003,h=1.9603000000000108
066017 x=-147.599,y=60.50430000000002,w=4.3559999999999945,h=1.9447999999999794
066018 x=-148.461,y=59.12790000000003,w=4.152000000000015,h=1.9302999999999741
066019 x=-149.263,y=57.7453,w=3.967000000000013,h=1.9170999999999765
066020 x=-150.013,y=56.35730000000002,w=3.8000000000000114,h=1.904799999999966
066021 x=-150.717,y=54.96449999999997,w=3.6480000000000246,h=1.8935000000000173
066022 x=-151.38,y=53.56740000000001,w=3.508999999999986,h=1.8829999999999885
066023 x=-152.007,y=52.16630000000003,w=3.382000000000005,h=1.8734000000000037
066024 x=-152.603,y=50.76179999999998,w=3.266999999999996,h=1.8644000000000176
066025 x=-153.17,y=49.35399999999999,w=3.1610000000000014,h=1.856100000000005
066026 x=-153.711,y=47.94319999999998,w=3.0630000000000166,h=1.8484999999999943
066027 x=-154.229,y=46.52979999999999,w=2.9720000000000084,h=1.8413000000000324
066028 x=-154.726,y=45.11379999999998,w=2.88900000000001,h=1.8347000000000335
066029 x=-155.205,y=43.69549999999997,w=2.812000000000012,h=1.8285000000000196
066030 x=-155.667,y=42.27510000000002,w=2.741000000000014,h=1.8227999999999795
066031 x=-156.113,y=40.85270000000001,w=2.6750000000000114,h=1.8174999999999955
066032 x=-156.545,y=39.42840000000003,w=2.613999999999976,h=1.8124999999999716
066033 x=-156.965,y=38.0024,w=2.5570000000000164,h=1.8078999999999752
066034 x=-157.373,y=36.5747,w=2.5049999999999955,h=1.803699999999992
066035 x=-157.77,y=35.14549999999999,w=2.4560000000000173,h=1.7997000000000014
066036 x=-158.158,y=33.71490000000001,w=2.410999999999973,h=1.7959999999999852
066037 x=-158.536,y=32.28289999999998,w=2.3669999999999902,h=1.7926000000000357
066038 x=-158.907,y=30.84960000000002,w=2.3290000000000077,h=1.789499999999979
066039 x=-159.27,y=29.41519999999998,w=2.2920000000000016,h=1.7864999999999895
066040 x=-159.627,y=27.97960000000001,w=2.2590000000000146,h=1.7837000000000103
066041 x=-159.977,y=26.54299999999999,w=2.227000000000004,h=1.781200000000002
066042 x=-160.321,y=25.1054,w=2.1970000000000027,h=1.7787999999999897
066043 x=-160.661,y=23.66680000000001,w=2.1709999999999923,h=1.7767000000000124
066044 x=-160.996,y=22.22730000000001,w=2.146000000000015,h=1.77479999999996
066045 x=-161.326,y=20.78710000000001,w=2.1219999999999857,h=1.7728999999999893
066046 x=-161.653,y=19.3461,w=2.100999999999999,h=1.771200000000011
066047 x=-161.976,y=17.90429999999999,w=2.0819999999999936,h=1.7697000000000003
066048 x=-162.297,y=16.46190000000001,w=2.0649999999999977,h=1.7683999999999997
066049 x=-162.614,y=15.01889999999999,w=2.048000000000002,h=1.7671000000000294
066050 x=-162.929,y=13.57540000000001,w=2.033999999999992,h=1.76589999999997
066051 x=-163.242,y=12.13130000000002,w=2.0209999999999866,h=1.7649999999999686
066052 x=-163.554,y=10.68679999999999,w=2.009999999999991,h=1.764100000000001
066053 x=-163.863,y=9.241880000000018,w=2.0,h=1.7632199999999827
066054 x=-164.172,y=7.796580000000022,w=1.9909999999999854,h=1.7625799999999803
066055 x=-164.48,y=6.35095000000002,w=1.9849999999999852,h=1.7620299999999558
066056 x=-164.787,y=4.905060000000008,w=1.9790000000000134,h=1.7615599999999976
066057 x=-165.093,y=3.458920000000014,w=1.9739999999999895,h=1.7612299999999914
066058 x=-165.4,y=2.012599999999996,w=1.9710000000000036,h=1.7609800000000089
066059 x=-165.706,y=0.56616,w=1.9679999999999893,h=1.7608200000000012
066060 x=-166.013,y=-0.8803900000000042,w=1.9680000000000177,h=1.7607800000000284
066061 x=-166.321,y=-2.326980000000001,w=1.968999999999994,h=1.7608200000000012
066062 x=-166.629,y=-3.773569999999997,w=1.9699999999999989,h=1.7609800000000102
066063 x=-166.939,y=-5.22013000000001,w=1.9739999999999895,h=1.7612200000000038
066064 x=-167.25,y=-6.666609999999997,w=1.9780000000000086,h=1.7615799999999924
066065 x=-167.563,y=-8.112979999999997,w=1.9839999999999804,h=1.7620399999999847
066066 x=-167.878,y=-9.559149999999994,w=1.9919999999999902,h=1.7625899999999879
066067 x=-168.195,y=-11.0051,w=2.0,h=1.7632299999999912
066068 x=-168.515,y=-12.45079999999999,w=2.009999999999991,h=1.7639999999999798
066069 x=-168.837,y=-13.89629999999999,w=2.0209999999999866,h=1.7649999999999686
066070 x=-169.163,y=-15.34129999999998,w=2.0340000000000202,h=1.76589999999997
066071 x=-169.493,y=-16.786,w=2.0490000000000066,h=1.7670999999999921
066072 x=-169.826,y=-18.23030000000001,w=2.063999999999993,h=1.7683999999999997
066073 x=-170.164,y=-19.67400000000001,w=2.0819999999999936,h=1.7697000000000003
066074 x=-170.507,y=-21.11729999999999,w=2.102000000000004,h=1.7711999999999897
066075 x=-170.855,y=-22.56,w=2.1229999999999905,h=1.7728999999999893
066076 x=-171.208,y=-24.00209999999999,w=2.1450000000000102,h=1.7747999999999813
066077 x=-171.568,y=-25.4435,w=2.1710000000000207,h=1.7767000000000088
066078 x=-171.934,y=-26.88419999999999,w=2.1970000000000027,h=1.7788999999999895
066079 x=-172.308,y=-28.32419999999999,w=2.225999999999999,h=1.7811999999999806
066080 x=-172.69,y=-29.76330000000002,w=2.2580000000000098,h=1.7837000000000103
066081 x=-173.08,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
066082 x=-173.48,y=-32.63909999999998,w=2.3289999999999793,h=1.789499999999979
066083 x=-173.89,y=-34.07550000000001,w=2.367999999999995,h=1.7926000000000357
066084 x=-174.311,y=-35.51089999999999,w=2.4099999999999966,h=1.7959999999999852
066085 x=-174.744,y=-36.94520000000001,w=2.455999999999989,h=1.7997000000000156
066086 x=-175.19,y=-38.37840000000001,w=2.5039999999999907,h=1.8037000000000134
066087 x=-175.651,y=-39.81029999999998,w=2.558000000000021,h=1.8079999999999785
066088 x=-176.127,y=-41.24090000000001,w=2.6140000000000043,h=1.8125
066089 x=-176.62,y=-42.67019999999999,w=2.6750000000000114,h=1.8174999999999741
066090 x=-177.133,y=-44.0979,w=2.741000000000014,h=1.8227999999999795
066091 x=-177.666,y=-45.52399999999999,w=2.812999999999988,h=1.8284999999999982
066092 x=-178.221,y=-46.9485,w=2.88900000000001,h=1.834699999999991
066093 x=-178.802,y=-48.37110000000002,w=2.9729999999999848,h=1.8413000000000324
066094 x=-179.41,y=-49.7917,w=3.0619999999999834,h=1.8485000000000014
066095 x=-180.0,y=-51.21010000000002,w=3.11099999999999,h=1.8561000000000263
066096 x=179.278,y=-52.34515138309966,w=0.7220000000000084,h=1.583351383099675
066097 x=178.566,y=-53.850663997061,w=1.4339999999999975,h=1.6843639970609914
066098 x=177.812,y=-55.35880060476699,w=2.187999999999988,h=1.7914006047669986
066099 x=177.01,y=-56.858,w=2.990000000000009,h=1.8935000000000102
066100 x=176.154,y=-58.26210000000001,w=3.8000000000000114,h=1.9048000000000087
066101 x=175.237,y=-59.66239999999999,w=3.9680000000000177,h=1.9170999999999907
066102 x=174.25,y=-61.05820000000001,w=4.152999999999992,h=1.9303999999999988
066103 x=173.1839999999999,y=-62.44909999999999,w=4.357000000000085,h=1.9447999999999936
066104 x=172.027,y=-63.8342,w=4.584000000000003,h=1.9603000000000108
066105 x=170.764,y=-65.2128,w=4.837999999999994,h=1.9772000000000034
066106 x=169.378,y=-66.5838,w=5.122000000000014,h=1.9955999999999818
066107 x=167.85,y=-67.9457,w=5.4410000000000025,h=2.0154999999999887
066108 x=166.154,y=-69.297,w=5.800000000000011,h=2.0370999999999952
066109 x=164.259,y=-70.6354,w=6.206000000000017,h=2.0604000000000013
066110 x=162.128,y=-71.9582,w=6.667999999999921,h=2.0853000000000037
066111 x=159.714,y=-73.2618,w=7.193000000000012,h=2.1118999999999772
066112 x=156.96,y=-74.54139999999998,w=7.789999999999992,h=2.1397999999999797
066113 x=153.7970000000001,y=-75.7905,w=8.465999999999894,h=2.1680999999999955
066114 x=150.1380000000001,y=-77.0006,w=9.227999999999923,h=2.1957000000000164
066115 x=145.884,y=-78.15970000000002,w=10.071000000000026,h=2.220300000000009
066116 x=140.923,y=-79.2513,w=10.973999999999904,h=2.237800000000007
066117 x=135.14,y=-80.2529,w=11.887,h=2.241900000000001
066118 x=128.443,y=-81.13399999999999,w=12.702999999999975,h=2.2227999999999923
066119 x=120.804,y=-81.8555,w=13.240999999999985,h=2.166700000000006
066120 x=112.31,y=-82.37189999999998,w=13.254999999999995,h=2.0576999999999828
066121 x=103.208,y=-82.6401,w=12.497,h=1.8836000000000155
066122 x=92.8139,y=-82.6328,w=11.953099999999992,h=1.6440000000000055
066247 x=-110.484,y=80.75650000000003,w=12.496799999999993,h=1.883599999999987
066248 x=-120.344,y=80.31420000000001,w=13.254999999999995,h=2.0576999999999686
067001 x=-105.649,y=79.6888,w=13.241500000000016,h=2.166700000000006
067002 x=-112.749,y=78.91120000000002,w=12.701999999999998,h=2.2228000000000065
067003 x=-118.63,y=78.01099999999995,w=11.887,h=2.241900000000058
067004 x=-123.501,y=77.01350000000002,w=10.975000000000009,h=2.2377999999999787
067005 x=-127.558,y=75.9394,w=10.070000000000007,h=2.220299999999966
067006 x=-130.969,y=74.80490000000002,w=9.227999999999994,h=2.195699999999988
067007 x=-133.866,y=73.62250000000002,w=8.466000000000008,h=2.167999999999978
067008 x=-136.353,y=72.40170000000002,w=7.789000000000016,h=2.1396999999999906
067009 x=-138.51,y=71.14990000000002,w=7.192999999999984,h=2.111899999999963
067010 x=-140.399,y=69.8729,w=6.668000000000006,h=2.085399999999993
067011 x=-142.069,y=68.575,w=6.206999999999994,h=2.0604000000000013
067012 x=-143.557,y=67.25990000000003,w=5.799999999999983,h=2.0370999999999526
067013 x=-144.894,y=65.93020000000003,w=5.439999999999998,h=2.015599999999978
067014 x=-146.103,y=64.58819999999999,w=5.121000000000009,h=1.9956000000000103
067015 x=-147.205,y=63.2356,w=4.838000000000022,h=1.9772000000000034
067016 x=-148.214,y=61.87389999999999,w=4.584000000000003,h=1.9603000000000108
067017 x=-149.145,y=60.50430000000002,w=4.356999999999999,h=1.9447999999999794
067018 x=-150.006,y=59.12790000000003,w=4.151999999999987,h=1.9302999999999741
067019 x=-150.808,y=57.7453,w=3.9669999999999845,h=1.9170999999999765
067020 x=-151.558,y=56.35730000000002,w=3.799999999999983,h=1.904799999999966
067021 x=-152.262,y=54.96449999999997,w=3.647999999999996,h=1.8935000000000173
067022 x=-152.925,y=53.56740000000001,w=3.5090000000000146,h=1.8829999999999885
067023 x=-153.552,y=52.16630000000003,w=3.382000000000005,h=1.8734000000000037
067024 x=-154.148,y=50.76179999999998,w=3.266999999999996,h=1.8644000000000176
067025 x=-154.715,y=49.35399999999999,w=3.1610000000000014,h=1.856100000000005
067026 x=-155.256,y=47.94319999999998,w=3.062999999999988,h=1.8484999999999943
067027 x=-155.774,y=46.52979999999999,w=2.9720000000000084,h=1.8413000000000324
067028 x=-156.271,y=45.11379999999998,w=2.8889999999999816,h=1.8347000000000335
067029 x=-156.75,y=43.69549999999997,w=2.812000000000012,h=1.8285000000000196
067030 x=-157.212,y=42.27510000000002,w=2.7409999999999854,h=1.8227999999999795
067031 x=-157.658,y=40.85270000000001,w=2.674999999999983,h=1.8174999999999955
067032 x=-158.09,y=39.42840000000003,w=2.6140000000000043,h=1.8124999999999716
067033 x=-158.51,y=38.0024,w=2.556999999999988,h=1.8078999999999752
067034 x=-158.918,y=36.5747,w=2.5049999999999955,h=1.803699999999992
067035 x=-159.315,y=35.14549999999999,w=2.455999999999989,h=1.7997000000000014
067036 x=-159.703,y=33.71490000000001,w=2.4099999999999966,h=1.7959999999999852
067037 x=-160.081,y=32.28289999999998,w=2.3669999999999902,h=1.7926000000000357
067038 x=-160.452,y=30.84960000000002,w=2.3290000000000077,h=1.789499999999979
067039 x=-160.815,y=29.41519999999998,w=2.2920000000000016,h=1.7864999999999895
067040 x=-161.172,y=27.97960000000001,w=2.2580000000000098,h=1.7837000000000103
067041 x=-161.522,y=26.54299999999999,w=2.227000000000004,h=1.781200000000002
067042 x=-161.867,y=25.1054,w=2.197999999999979,h=1.7787999999999897
067043 x=-162.206,y=23.66680000000001,w=2.1709999999999923,h=1.7767000000000124
067044 x=-162.541,y=22.22730000000001,w=2.1459999999999866,h=1.77479999999996
067045 x=-162.871,y=20.78710000000001,w=2.122000000000014,h=1.7728999999999893
067046 x=-163.198,y=19.3461,w=2.100999999999999,h=1.771200000000011
067047 x=-163.521,y=17.90429999999999,w=2.0819999999999936,h=1.7697000000000003
067048 x=-163.842,y=16.46190000000001,w=2.065000000000026,h=1.7683999999999997
067049 x=-164.159,y=15.01889999999999,w=2.048000000000002,h=1.7671000000000294
067050 x=-164.474,y=13.57540000000001,w=2.033999999999992,h=1.76589999999997
067051 x=-164.787,y=12.13130000000002,w=2.021000000000015,h=1.7649999999999686
067052 x=-165.099,y=10.68679999999999,w=2.009999999999991,h=1.764100000000001
067053 x=-165.409,y=9.241880000000018,w=2.0,h=1.7632199999999827
067054 x=-165.717,y=7.796580000000022,w=1.9910000000000139,h=1.7625799999999803
067055 x=-166.025,y=6.35095000000002,w=1.9840000000000089,h=1.7620299999999558
067056 x=-166.332,y=4.905060000000008,w=1.978999999999985,h=1.7615599999999976
067057 x=-166.638,y=3.458920000000014,w=1.974000000000018,h=1.7612299999999914
067058 x=-166.945,y=2.012599999999996,w=1.9710000000000036,h=1.7609800000000089
067059 x=-167.251,y=0.56616,w=1.9680000000000177,h=1.7608200000000012
067060 x=-167.558,y=-0.8803900000000042,w=1.9679999999999893,h=1.7607800000000284
067061 x=-167.866,y=-2.326980000000001,w=1.9690000000000225,h=1.7608200000000012
067062 x=-168.174,y=-3.773569999999997,w=1.9699999999999989,h=1.7609800000000102
067063 x=-168.484,y=-5.22013000000001,w=1.974000000000018,h=1.7612200000000038
067064 x=-168.795,y=-6.666609999999997,w=1.9779999999999802,h=1.7615799999999924
067065 x=-169.108,y=-8.112979999999997,w=1.9840000000000089,h=1.7620399999999847
067066 x=-169.423,y=-9.559149999999994,w=1.9919999999999902,h=1.7625899999999879
067067 x=-169.74,y=-11.0051,w=2.0,h=1.7632299999999912
067068 x=-170.06,y=-12.45079999999999,w=2.009999999999991,h=1.7639999999999798
067069 x=-170.382,y=-13.89629999999999,w=2.021000000000015,h=1.7649999999999686
067070 x=-170.708,y=-15.34129999999998,w=2.033999999999992,h=1.76589999999997
067071 x=-171.038,y=-16.786,w=2.0490000000000066,h=1.7670999999999921
067072 x=-171.371,y=-18.23030000000001,w=2.0640000000000214,h=1.7683999999999997
067073 x=-171.709,y=-19.67400000000001,w=2.0819999999999936,h=1.7697000000000003
067074 x=-172.052,y=-21.11729999999999,w=2.102000000000004,h=1.7711999999999897
067075 x=-172.4,y=-22.56,w=2.123000000000019,h=1.7728999999999893
067076 x=-172.753,y=-24.00209999999999,w=2.144999999999982,h=1.7747999999999813
067077 x=-173.113,y=-25.4435,w=2.1709999999999923,h=1.7767000000000088
067078 x=-173.479,y=-26.88419999999999,w=2.1970000000000027,h=1.7788999999999895
067079 x=-173.853,y=-28.32419999999999,w=2.225999999999999,h=1.7811999999999806
067080 x=-174.235,y=-29.76330000000002,w=2.2580000000000098,h=1.7837000000000103
067081 x=-174.625,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
067082 x=-175.025,y=-32.63909999999998,w=2.3290000000000077,h=1.789499999999979
067083 x=-175.435,y=-34.07550000000001,w=2.367999999999995,h=1.7926000000000357
067084 x=-175.856,y=-35.51089999999999,w=2.4099999999999966,h=1.7959999999999852
067085 x=-176.289,y=-36.94520000000001,w=2.455999999999989,h=1.7997000000000156
067086 x=-176.735,y=-38.37840000000001,w=2.504000000000019,h=1.8037000000000134
067087 x=-177.196,y=-39.81029999999998,w=2.556999999999988,h=1.8079999999999785
067088 x=-177.672,y=-41.24090000000001,w=2.6140000000000043,h=1.8125
067089 x=-178.166,y=-42.67019999999999,w=2.6759999999999877,h=1.8174999999999741
067090 x=-178.678,y=-44.0979,w=2.7409999999999854,h=1.8227999999999795
067091 x=-179.211,y=-45.52399999999999,w=2.8130000000000166,h=1.8284999999999982
067092 x=-179.766,y=-46.9485,w=2.8889999999999816,h=1.834699999999991
